1710748958048866048,0.00011,-0.00019,-0.00030,0.99927,0.00474,-0.03792,0.00020,-0.00058,-0.00164,0.00125,
1710748958115540480,0.00004,-0.00003,-0.00034,0.99927,0.00464,-0.03792,0.00021,-0.00112,-0.00026,0.00074,
1710748958182214912,0.00016,-0.00022,-0.00009,0.99927,0.00467,-0.03786,0.00021,0.00046,0.00267,0.00210,
1710748958248889344,0.00021,-0.00024,-0.00032,0.99927,0.00474,-0.03785,0.00021,0.00004,-0.00074,0.00141,
1710748958315562496,0.00014,-0.00001,-0.00041,0.99927,0.00466,-0.03786,0.00022,-0.00037,-0.00011,0.00145,
1710748958382236416,0.00016,-0.00012,-0.00014,0.99927,0.00469,-0.03786,0.00019,-0.00082,0.00379,0.00293,
1710748958448910592,0.00003,-0.00024,-0.00013,0.99927,0.00478,-0.03789,0.00020,-0.00105,-0.00057,0.00231,
1710748958515584512,0.00004,-0.00017,-0.00017,0.99927,0.00471,-0.03784,0.00023,-0.00076,-0.00074,0.00203,
1710748958582259712,0.00014,-0.00024,-0.00001,0.99927,0.00473,-0.03784,0.00020,-0.00025,0.00079,0.00247,
1710748958648937216,-0.00009,-0.00032,-0.00008,0.99927,0.00478,-0.03787,0.00020,-0.00084,-0.00282,0.00151,
1710748958715613952,-0.00011,-0.00018,-0.00010,0.99927,0.00471,-0.03783,0.00022,-0.00119,-0.00239,0.00252,
1710748958782291200,0.00016,-0.00023,0.00010,0.99927,0.00471,-0.03783,0.00020,-0.00087,0.00139,0.00369,
1710748958848968448,0.00029,-0.00025,-0.00011,0.99927,0.00480,-0.03781,0.00020,-0.00046,-0.00247,0.00278,
1710748958915645696,0.00033,-0.00020,-0.00009,0.99927,0.00472,-0.03778,0.00023,-0.00065,-0.00034,0.00325,
1710748958982322688,0.00040,-0.00033,0.00017,0.99927,0.00471,-0.03779,0.00020,-0.00075,0.00284,0.00370,
1710748959048999680,0.00049,-0.00036,0.00005,0.99927,0.00478,-0.03779,0.00021,-0.00037,-0.00086,0.00394,
1710748959115676672,0.00046,-0.00028,0.00008,0.99928,0.00470,-0.03777,0.00024,-0.00061,0.00070,0.00420,
1710748959182352640,0.00036,-0.00043,0.00026,0.99927,0.00470,-0.03779,0.00022,-0.00112,0.00430,0.00445,
1710748959249029632,0.00018,-0.00055,0.00029,0.99927,0.00475,-0.03779,0.00022,-0.00133,0.00001,0.00317,
1710748959315706368,0.00019,-0.00042,0.00033,0.99928,0.00468,-0.03776,0.00025,-0.00091,0.00092,0.00370,
1710748959382382848,0.00034,-0.00042,0.00040,0.99928,0.00471,-0.03777,0.00023,-0.00057,0.00382,0.00418,
1710748959449059584,0.00022,-0.00050,0.00028,0.99927,0.00477,-0.03778,0.00022,-0.00055,-0.00012,0.00184,
1710748959515736064,0.00019,-0.00045,0.00018,0.99928,0.00470,-0.03776,0.00025,0.00022,0.00092,0.00163,
1710748959582414848,0.00024,-0.00044,0.00018,0.99927,0.00471,-0.03778,0.00021,-0.00032,0.00454,0.00210,
1710748959649096192,0.00005,-0.00041,0.00009,0.99927,0.00478,-0.03779,0.00022,-0.00100,0.00196,0.00073,
1710748959715778560,0.00001,-0.00018,0.00007,0.99928,0.00473,-0.03776,0.00023,-0.00166,0.00608,0.00124,
1710748959782461184,0.00022,-0.00013,0.00019,0.99928,0.00474,-0.03777,0.00021,-0.00102,0.00624,0.00141,
1710748959849143552,0.00020,-0.00020,0.00010,0.99927,0.00480,-0.03779,0.00020,-0.00143,0.00325,0.00060,
1710748959915826176,0.00016,-0.00008,0.00014,0.99928,0.00474,-0.03775,0.00023,0.00001,0.00330,0.00062,
1710748959982509056,0.00031,-0.00010,0.00026,0.99928,0.00476,-0.03776,0.00021,-0.00057,0.00627,0.00118,
1710748960049190656,0.00018,-0.00018,0.00012,0.99927,0.00482,-0.03778,0.00020,-0.00101,0.00220,0.00046,
1710748960115873536,0.00012,-0.00006,0.00006,0.99928,0.00475,-0.03775,0.00022,-0.00052,0.00401,0.00063,
1710748960182556416,0.00040,-0.00002,-0.00004,0.99928,0.00480,-0.03777,0.00020,-0.00036,0.00622,0.00056,
1710748960249239296,0.00029,-0.00013,-0.00010,0.99927,0.00485,-0.03778,0.00020,-0.00109,0.00234,-0.00072,
1710748960315922176,0.00014,-0.00007,-0.00006,0.99928,0.00476,-0.03775,0.00022,-0.00005,0.00301,0.00028,
1710748960382605568,0.00015,-0.00010,-0.00002,0.99927,0.00478,-0.03778,0.00019,-0.00018,0.00564,0.00198,
1710748960449288704,0.00000,-0.00017,-0.00023,0.99927,0.00485,-0.03779,0.00019,-0.00089,0.00173,0.00074,
1710748960515970816,0.00002,-0.00001,-0.00036,0.99927,0.00479,-0.03778,0.00022,-0.00021,0.00251,0.00102,
1710748960582652160,0.00014,-0.00003,-0.00019,0.99927,0.00480,-0.03778,0.00019,-0.00026,0.00574,0.00133,
1710748960649331456,0.00008,-0.00010,-0.00019,0.99927,0.00484,-0.03779,0.00019,-0.00068,0.00141,0.00069,
1710748960716010752,0.00003,-0.00001,-0.00019,0.99928,0.00478,-0.03776,0.00021,-0.00052,0.00287,0.00081,
1710748960782690304,0.00007,-0.00009,-0.00006,0.99927,0.00479,-0.03778,0.00020,-0.00090,0.00493,0.00240,
1710748960849369344,0.00005,-0.00008,-0.00034,0.99927,0.00488,-0.03779,0.00019,-0.00135,0.00169,0.00038,
1710748960916048640,0.00009,0.00003,-0.00044,0.99927,0.00480,-0.03777,0.00021,-0.00111,0.00292,0.00123,
1710748960982727168,0.00010,-0.00005,-0.00029,0.99927,0.00480,-0.03778,0.00019,-0.00142,0.00542,0.00190,
1710748961049406208,-0.00000,-0.00017,-0.00020,0.99927,0.00485,-0.03778,0.00019,-0.00176,0.00153,0.00147,
1710748961116085248,-0.00001,-0.00003,-0.00014,0.99928,0.00478,-0.03776,0.00021,-0.00112,0.00189,0.00177,
1710748961182764288,0.00010,-0.00002,-0.00024,0.99927,0.00479,-0.03778,0.00018,-0.00179,0.00458,0.00162,
1710748961249443584,0.00006,-0.00009,-0.00028,0.99927,0.00484,-0.03778,0.00019,-0.00161,0.00059,0.00113,
1710748961316122624,0.00013,0.00003,-0.00012,0.99928,0.00479,-0.03775,0.00022,-0.00112,0.00232,0.00189,
1710748961382800640,0.00035,0.00005,-0.00005,0.99927,0.00481,-0.03778,0.00019,-0.00086,0.00365,0.00264,
1710748961449479680,0.00018,-0.00005,-0.00016,0.99927,0.00486,-0.03779,0.00019,-0.00120,0.00031,0.00313,
1710748961516158464,0.00018,0.00004,-0.00017,0.99928,0.00478,-0.03776,0.00021,-0.00003,0.00058,0.00331,
1710748961582837248,0.00041,0.00009,-0.00026,0.99927,0.00482,-0.03779,0.00019,-0.00099,0.00265,0.00449,
1710748961649515264,0.00032,0.00003,-0.00044,0.99927,0.00490,-0.03781,0.00019,-0.00127,-0.00098,0.00393,
1710748961716193280,0.00025,0.00010,-0.00033,0.99927,0.00480,-0.03779,0.00022,-0.00023,0.00046,0.00496,
1710748961782870784,0.00047,0.00006,-0.00014,0.99927,0.00480,-0.03780,0.00019,-0.00061,0.00345,0.00464,
1710748961849547520,0.00050,0.00009,-0.00013,0.99927,0.00485,-0.03780,0.00019,-0.00062,-0.00032,0.00467,
1710748961916225536,0.00050,0.00019,-0.00009,0.99927,0.00479,-0.03778,0.00022,0.00013,0.00058,0.00499,
1710748961982902784,0.00051,0.00009,0.00002,0.99927,0.00481,-0.03781,0.00020,-0.00002,0.00331,0.00530,
1710748962049580288,0.00055,0.00002,-0.00001,0.99927,0.00486,-0.03781,0.00020,0.00022,0.00074,0.00265,
1710748962116257792,0.00059,0.00029,-0.00017,0.99927,0.00480,-0.03780,0.00021,0.00038,0.00243,0.00267,
1710748962182935040,0.00068,0.00022,-0.00013,0.99927,0.00481,-0.03783,0.00019,0.00057,0.00589,0.00388,
1710748962249612544,0.00064,0.00022,-0.00017,0.99927,0.00487,-0.03784,0.00019,0.00055,0.00172,0.00359,
1710748962316288512,0.00063,0.00029,-0.00012,0.99927,0.00481,-0.03782,0.00021,0.00124,0.00359,0.00451,
